initial_design, DcGain, Voltage_Ripple
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0001058323,5338.597
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0009236967,511.1666
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00901207,35.9077
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.8054426,0.06239086
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5504575,0.07044738
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2071565,0.2762783
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01087482,1.902957
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0313996,3.08547
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.6, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0379474,1.136697
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.06031888,0.9870399
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0444271,0.385576
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0100063,3.90954
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.195172,0.32101
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.843356,0.7210539
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",2.101889,0.8151144
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",2.129469,0.9353567
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.817004,1.370171
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.6, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.8886404,3.076288
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0249888,90.5169
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0413134,43.4142
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0826814,15.6965
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.8047575,0.05764102
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5490132,0.0661559
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2075782,0.2615499
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01385385,1.333354
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0348802,2.19091
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.6, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0339278,1.675536
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.07068981,0.5149523
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0444834,0.4291
"[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01436899,6.46786
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.123351,0.4543811
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.610825,0.728847
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",3.481618,0.8368207
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",5.613365,0.6579137
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",4.498397,0.6451694
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.6, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",4.070156,0.6604405
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",4.413435,0.7550473
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.921152,2.081675
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.251472,5.70849
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.090285,0.5653201
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",3.826532,1.59272
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",5.256513,1.389744
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",5.280475,1.460963
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",5.529112,2.588294
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.6, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.175903,106.19
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.359449,39.7096
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.628908,11.8507
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.651087,2.73066
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.038373,0.6232695
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.324092,1.010554
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",2.156894,1.263629
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",4.729171,1.055887
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",4.992621,0.9164411
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.6, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",5.305253,1.054438
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",5.406933,1.509963
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",3.030752,5.331987
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2247558,84.15605
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.001, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.9877676,0.6646208
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.001, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.445649,1.809398
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.001, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",2.836897,2.042622
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.001, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",3.076457,2.014349
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.001, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.78859,4.222313
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.001, 0.6, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01955943,362.6135
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.001, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.02917932,202.9372
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.001, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.1273998,40.9283
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.001, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2378787,38.31174
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 1e-06, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.423258,0.3693077
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 1e-06, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",2.147778,0.4850259
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 1e-06, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",2.266987,0.4686361
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 1e-06, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",2.320864,0.4756487
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 1e-06, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",2.326504,0.4964745
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 1e-06, 0.6, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",2.230006,0.5131053
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 1e-06, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.886675,0.5625039
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 1e-06, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5092626,1.497522
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 1e-06, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.165379,1.71634
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.001, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6440294,0.04877484
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.001, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.09798252,0.186244
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.001, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.000608041,15.4698
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.001, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00131326,13.4097
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.001, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0003004566,30.13973
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.001, 0.6, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00970996,4.56501
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.001, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.018613,1.00772
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.001, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0208123,0.608935
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.001, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01818039,1.200742
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 1e-06, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.266411,0.4233122
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 1e-06, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.84313,0.6576915
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 1e-06, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",2.177006,0.715682
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 1e-06, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",2.192434,0.6879094
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 1e-06, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",2.091027,0.7116632
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 1e-06, 0.6, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.809165,0.794388
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 1e-06, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.345053,0.9615182
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 1e-06, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6820255,1.519146
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 1e-06, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.037502,16.9711
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.001, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6420569,0.05142385
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.001, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.1005235,0.155491
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.001, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00153215,6.013352
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.001, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.001793967,9.241207
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.001, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.000497807,8.05303
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.001, 0.6, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.001366037,15.05876
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.001, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00254901,5.32516
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.001, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00253791,5.19352
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.001, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.007413594,24.71318
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 1e-06, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.121145,0.4169802
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 1e-06, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.554794,0.8114258
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 1e-06, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",5.532172,1.303924
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 1e-06, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",4.943306,1.070403
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 1e-06, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",4.645658,1.165344
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 1e-06, 0.6, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",5.11468,2.071918
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 1e-06, 0.7000000000000001, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.141343,89.2267
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 1e-06, 0.8, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.309571,26.4616
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 1e-06, 0.9, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.478617,5.8337
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 0.001, 0.1, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.176064,0.5414154
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 0.001, 0.2, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",3.646588,1.342489
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 0.001, 0.30000000000000004, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",4.943367,1.309102
"[1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 1e-06, 1e-06, 0.001, 0.4, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",4.983412,1.413179
